stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\migue\OneDrive\Área de Trabalho\TrabalhoDePi\Quimic-Lab\Jogo 2D\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.05203] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05208] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05212] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05216] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05219] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05223] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05227] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05231] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05235] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05241] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05246] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05250] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05254] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05259] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05264] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05268] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05272] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05276] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05280] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05284] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05289] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05293] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05298] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05304] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05310] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05315] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05319] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05324] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05328] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05331] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05335] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05338] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05343] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05348] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05352] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05356] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05361] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05367] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05373] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05377] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05381] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05386] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05391] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05395] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05400] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05405] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05410] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05415] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05420] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05425] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05431] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05436] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05440] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05445] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05449] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05454] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05458] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05463] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05468] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05474] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05478] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05483] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05487] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05492] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05497] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05502] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05507] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05512] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05518] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05522] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05527] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05533] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05538] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05544] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05549] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05554] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05558] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05562] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05565] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05570] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05575] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05580] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.05590] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.06444] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.06454] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.08558] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.10299] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.10309] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.10315] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.10323] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.10330] Returning d3d_display: 000001A548818570
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.10334] al_display=000001A548818570
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.10339] al_display->vt=000001A5488183C0
system   D            wsystem.c:834  maybe_parent_dir                 [   0.10357] Also searching C:\Users\migue\OneDrive\Área de Trabalho\TrabalhoDePi\Quimic-Lab\Jogo 2D\x64\
system   D            wsystem.c:889  _al_win_safe_load_library        [   0.10373] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:795  load_library_at_path             [   0.10378] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:798  load_library_at_path             [   0.10481] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.10488] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.10510] added dtor for queue 000001A54A3BC1B0, func 00007FF89A771C30
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.10516] opening fontes/fonte2.ttf rb
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.10550] Font fontes/fonte2.ttf loaded with pixel size 0 x 20.
font     D                ttf.c:975  al_load_ttf_font_stretch_f       [   0.10555]     ascent=24.0, descent=-7.0, height=30.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.10561] added dtor for ttf_font 000001A54D587570, func 00007FF8ADE6128F
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.10566] opening fontes/fonteBalao.ttf rb
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.10585] Font fontes/fonteBalao.ttf loaded with pixel size 0 x 20.
font     D                ttf.c:975  al_load_ttf_font_stretch_f       [   0.10590]     ascent=19.0, descent=-6.0, height=24.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.10595] added dtor for ttf_font 000001A54D587F80, func 00007FF8ADE6128F
dtor     D               dtor.c:196  _al_register_destructor          [   0.10601] added dtor for timer 000001A54A3678B0, func 00007FF89A771050
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.10636] opening imagens/cientista.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.10650] opening imagens/cientista.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10668] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10672] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10677] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10681] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10684] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10687] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10691] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10695] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10698] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.10704] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.10710] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.10715] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.10720] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.10748] added dtor for bitmap 000001A54D6215B0, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.10891] opening imagens/bicarbonato.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.10903] opening imagens/bicarbonato.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10913] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10918] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10922] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10926] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10931] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10934] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10938] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10943] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.10946] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.10951] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.10955] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.10959] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.10962] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.10974] added dtor for bitmap 000001A54D619070, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.11021] opening imagens/vinagre.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.11033] opening imagens/vinagre.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11042] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11047] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11051] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11055] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11058] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11061] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11064] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11067] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11069] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.11073] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.11078] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.11082] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.11086] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.11099] added dtor for bitmap 000001A54D617800, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.11155] opening imagens/fundo.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.11167] opening imagens/fundo.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11180] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11185] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11189] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11193] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11198] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11204] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11208] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11213] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.11218] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.11221] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.11225] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.11228] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.11232] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.11306] added dtor for bitmap 000001A54D617440, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.13695] opening imagens/recipiente.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.13724] opening imagens/recipiente.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13743] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13748] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13751] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13756] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13761] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13766] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13772] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13776] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13779] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.13783] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.13786] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.13790] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.13794] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.13816] added dtor for bitmap 000001A54D620D50, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.13918] opening imagens/seta.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.13934] opening imagens/seta.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13944] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13948] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13951] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13956] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13959] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13964] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13968] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13971] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.13976] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.13980] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.13985] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.13989] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.13993] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14004] added dtor for bitmap 000001A54D6183E0, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14018] opening imagens/acerteVerde.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14033] opening imagens/acerteVerde.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14044] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14048] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14052] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14056] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14060] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14063] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14067] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14070] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14074] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14080] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14084] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14088] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.14092] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14113] added dtor for bitmap 000001A54D6212E0, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14179] opening imagens/botaoAdicionar.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14192] opening imagens/botaoAdicionar.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14202] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14206] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14210] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14214] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14217] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14220] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14223] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14226] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14229] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14234] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14238] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14241] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.14245] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14259] added dtor for bitmap 000001A54D617220, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14309] opening imagens/recipienteVinagre.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14321] opening imagens/recipienteVinagre.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14330] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14335] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14340] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14344] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14347] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14351] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14355] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14359] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14362] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14365] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14368] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14371] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.14374] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14386] added dtor for bitmap 000001A54D618110, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14421] opening imagens/recipienteVB.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14435] opening imagens/recipienteVB.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14444] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14449] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14453] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14456] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14460] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14464] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14467] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14471] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14474] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14478] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14482] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14486] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.14490] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14517] added dtor for bitmap 000001A54D6189B0, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14626] opening imagens/recipienteFeito.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14638] opening imagens/recipienteFeito.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14647] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14652] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14656] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14661] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14665] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14670] Fake format
